Row ID ,Comment,Aspect Ranks,,,,,,,Aspects,,,,,,,Sentiment
2393,He should learn the practical skills of the subject and have knowledge of the subject that he is supposed to teach. He should also have knowledge about how things work in a university.,3,1,2,2,1,0,0,0,1,1,1,0,0,1,1
2394,pretty much everything needs improvement,4,1,1,2,3,0,0,1,1,1,1,1,1,1,1
2411,Good teaching and communication method.,4,4,3,4,3,4,0,0,0,0,0,0,0,1,4
2421,listens to the problems of students carefully,5,5,4,4,5,4,4,0,0,0,0,0,0,1,4
2422,Very hardworking & good natured,4,5,4,4,5,3,5,1,1,1,1,1,1,1,5
2423,method of teaching is very good and behavior is also very good inside as well as outside of the class room.,5,5,5,5,5,5,0,1,0,0,0,0,0,1,5
2425,He is too smooth while delivering the lecture so this results in lots of sleepiness,5,5,5,5,5,5,5,0,0,0,0,0,0,1,3
2427,He is well versed in the contents of the lecture he covers and takes the whole class along with him.,5,4,5,5,5,4,5,0,1,0,0,1,0,1,4
2428,Not much needs improvement. Every thing is fine.,4,5,5,4,4,4,5,1,1,1,1,1,1,1,5
2442,He should stick to course outline and deliver more detailed lectures instead of skimming through topics.,3,4,3,3,1,3,0,0,1,0,0,1,0,1,1
2443,he should be covering more practical aspects and go into a little detail of the content as at present he keeps lectures quite simple.,3,3,2,3,2,3,0,0,1,0,0,0,0,1,3
2444,There should be more practice exercises.,3,4,4,4,3,4,0,0,0,0,1,0,0,0,4
2457,he teaches all the topics in a proper required way for understanding,4,4,4,4,4,4,5,0,1,0,0,0,0,1,4
2476,Topics need to be explained more before lab sessions and they also need to be combined with class topics.,4,3,3,3,3,0,0,0,0,0,1,1,1,0,2
2508,More topic explanation and combining with practical life is required.,4,3,3,3,3,0,0,0,0,0,1,0,0,1,2
2553,This teacher is very good in this module. This module is really helpful for us regarding business.,5,5,5,5,5,5,5,0,1,0,1,0,0,1,5
2554,He always gives a good response. He is very cooperative and answers the students in a nice way.,5,5,5,1,5,5,5,0,1,0,0,0,0,1,4
2557,This subject is more related to our practical life and it is very supportive to those students who want to start their own business or they are dreaming to join any business organization. Sir has a very good grip on the subject and his teaching methodology is extraordinary.,5,5,5,5,5,5,5,0,1,0,1,0,0,1,5
2559,"Everything is good, he teaches really well, involves all the students in class, develops students interest in lecture. Means he is best in teaching it and module itself is very interesting and wonderful.",5,5,5,5,5,5,0,0,1,1,0,0,0,1,5
2560,Very interesting module and the module instructor is also great. A lot of practice exercises made it more easy,5,5,5,5,5,5,5,0,0,0,0,0,0,0,5
2574,The teaching method of Sir is very poor. He just removed the fun out of this module. Copies the content from someone else's slides and only attempts the questions that he has already attempted at his home.,3,1,1,1,1,1,0,0,1,1,0,0,0,1,1
2576,He does not satisfy students.,1,1,1,1,4,1,0,0,0,0,0,0,0,1,2
2579,Sir is a good teacher but the way he conveys the content is not that much satisfactory and I think most of the time he showed up in class either unprepared or we can say less prepared.,2,3,3,2,4,2,0,0,1,0,0,1,0,1,2
2586,One of the modules in my life where I am very much disappointed with myself to have taken it as an optional subject. I wish I could take back my decision of enrolling in this subject. Its like a ghost that's been haunting me all my semester. I have developed absolutely no interest in this module at all.,2,3,1,2,3,2,0,0,0,1,0,0,0,1,1
2598,I didn't get exactly how to implement the system in Matlab. There need to be some lab sessions for practice.,3,4,4,3,4,3,0,0,0,0,0,0,1,0,1
2610,The teacher encourages everyone to participate in the class.,4,4,5,4,4,5,0,0,0,0,0,0,0,1,5
2612,He addresses each and every student of the class and he is frank enough that we can discus with him each and every problem which we face in class regarding module and he tries his best to increase the confidence of each and every student of class and he explains each thing in such a way that we are finding the course interesting now and he has succeeded in building our interest in it.,2,5,5,5,5,5,0,0,1,1,0,0,0,1,5
2615,All things are already improved.,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5
2621,Along with the course outline he is teaching us more and more things about our real life.,5,5,5,5,5,5,5,0,0,0,1,1,0,1,5
2624,"There should be a little bit change in method, otherwise instructor is very supportive.",4,5,4,4,3,5,0,0,0,0,0,0,0,1,4
2640,He is a very nice and educated person. He is like an ocean of knowledge. I think timings of this module should be decreased.,4,5,5,5,5,5,0,0,1,0,0,0,0,1,4
2641,he should make the class interesting.,4,4,3,3,4,3,0,0,0,1,0,0,0,1,2
2654,What I like about the instructor is that he is very good in the subject he is teaching. He relates the topics with daily life examples.,3,5,4,4,4,4,0,0,1,0,1,0,0,0,5
2655,He is going a bit fast and he tries to cover most of the things in a very short span of time. I think this thing needs improvement.,3,5,4,4,5,4,0,0,0,0,0,1,0,1,2
2668,She is a very great teacher. I hadn't any interest in this module but the way she teaches this module is just awesome.,5,5,5,5,5,5,5,0,1,1,0,0,0,1,5
2677,"She should not be rude. She should be cooperative with us and deal with us kindly when we meet her outside the class. Whenever we meet her outside she says there is some timetable, you cannot always come to me, and if we go just a few minutes before presentation or any quiz, she says ""where were you earlier""",2,4,2,3,3,2,2,1,0,0,0,0,1,1,1
2678,"her way of teaching is not good, whatever she explains we never get what she is trying to explain and she is very rude in the class and she always fails to generate our interest in the subject as a result we all feel sleepy in the class and get bored. Although it is an interesting subject but she never generates our interest in it.",3,1,1,1,1,2,2,0,1,1,0,0,1,1,2
2686,I think madam should complete her lecture first then should do discussion and answer the questions of students,4,5,4,3,4,4,3,0,0,0,0,0,0,1,2
2710,HE HELPS EACH AND EVERY STUDENT IN UNDERSTANDING THE LECTURE and explains again and again until we get it and talk to each and every student of class so that we can understand that,5,5,5,5,5,0,0,0,0,0,0,0,0,1,5
2716,"They should conduct the lab work through practical work, sir does not tell us good about scratch program but all other aspects are so good.",4,4,4,4,4,0,0,0,0,0,1,0,1,1,4
2717,Proper time should be given to every student's work and do notice the problems with each student and try to solve them,4,3,2,3,2,0,0,0,0,0,0,0,1,1,2
2740,She always fails to explain and develop understanding of student regarding the topic and fails to build interest of the student and we never get what she is trying to explain,2,1,1,1,2,1,0,0,0,1,0,0,0,1,1
2741,Instructor is very co operative and listens to the students and answers the students questions which I like,3,3,3,3,4,4,0,0,0,0,0,0,0,1,4
2746,She does not have grip over the subject and her teaching ability for undergraduate level is not at all enough. Most of the class is not satisfied and she is not able to control the class environment too.,5,3,2,2,5,2,0,0,1,1,0,0,0,1,1
2762,"Instructor should at least try to teach us, instead of just coming to class and reading from slides.",3,1,1,3,4,1,2,0,1,0,0,0,0,1,1
2764,"She needs to lower her attitude. She needs to answer every student question. She should not demoralize us by saying ""that would you do here if you don't know English"". She should deliver a lecture in every class, mostly when she has not prepared her lecture she ask us something of very high level and never answer our question, usually she pass the question to other students who also don't know the answer to it.
 
 Basically she needs to improve on everything.",4,4,3,3,3,2,0,0,1,1,0,1,0,1,1
2769,Instructor should teach us properly. We have just 3 or 4 proper lectures and all other lectures were based on reading/watching material or feedback sessions.,4,3,2,3,3,3,1,0,1,0,0,1,0,1,1
2773,I think instructor should change his teaching methodology. Lecture should not be only about reading slides.,3,3,2,2,2,2,0,0,1,0,0,0,0,1,2
2779,I am not satisfied with the instructor. Half of the semester has passed but the instructor could not even teach one chapter of the module. In every class he wants to try to miss the class. He must prepare the lecture before entering the class.,4,1,1,1,1,2,1,1,1,0,0,1,0,1,1
2807,Instructor should try to build the abstract before the start of any new topic. More examples should be given.,3,2,2,1,4,2,0,0,0,0,0,0,0,1,2
2815,Instructor should watch a few videos and learn about the art of teaching.,5,4,4,3,4,4,3,0,0,0,0,0,0,1,1
2854,His method of teaching is bad. Please assign this subject to some other teacher.,3,4,1,2,2,0,0,0,0,0,0,0,0,1,1
2869,Take classes according to the time table.,3,5,5,4,4,5,0,1,0,0,0,1,0,0,1
2875,"Many of the classes are rescheduled, sometimes the rescheduled classes are rescheduled. ",2,5,4,4,4,2,4,1,0,0,0,0,0,0,1
2893,Teacher must take his class as it is in schedule. Make-up classes are very boring and we don't like to attend those classes,2,5,4,5,3,3,0,0,0,0,0,1,0,0,2
2913,Kindly update us time to time that how much course we've covered and what is left behind.,4,4,4,4,4,4,0,0,0,0,0,1,0,1,2
2956,The instructor sometimes is confused. She should overcome her confusion!,5,4,4,3,5,4,0,0,0,0,0,0,0,1,3
2962,Behavior of the instructor is very rude when I ask questions,5,5,4,4,4,4,4,0,0,0,0,0,0,1,1
3016,He should teach in Urdu so that we can easily understand.,3,5,4,3,4,4,4,0,0,0,0,0,0,1,2
3048,The instructor should improve his way of teaching and attitude with students also. The purpose of teacher should not be to complete the module but to teach something new and conception to students.,3,3,2,3,3,1,2,0,0,1,0,0,0,1,1
3058,"a teacher should indicate the material that is fruitful for us to read, she shouldn't say that we have to read each and every thing, and she should be loving.",4,4,3,3,4,4,3,0,0,0,0,0,0,1,2
3071,The instructor should show some leniency and cooperativeness in coursework.,3,3,3,3,3,2,2,0,0,0,0,0,0,0,3
3083,His behavior in the class should be improved. Sometimes he becomes very harsh on question and does not reply properly.,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1
3084,Sir helps out every individual student in class with his query.,4,5,4,5,5,0,0,0,0,0,0,0,1,1,4
3086,His speed should be slow as compared to these days.,4,4,4,4,4,0,0,0,0,0,0,0,0,1,2
3092,The instructor refers to Google search for details whenever asked a question.,3,3,3,3,3,3,3,0,1,0,0,0,0,1,1
3137,Madam should not give us a lot of course work. The lectures and course should be carried out a bit slowly. We cannot cover one or two chapters which are being covered in two to three periods in a week.,5,4,5,4,5,5,0,0,0,0,0,1,0,1,2
3185,"Group discussion sometimes gets so complicated that usually it deviates from the real topic to be discussed, making things more complicated",2,5,5,5,4,4,0,0,0,0,0,1,0,0,2
3219,Madam mostly went to advance things in answering very advance questions which no one else can understand.,5,5,5,5,3,5,3,0,0,0,0,0,0,1,3
3260,I am learning new things here in lab. I am very happy and fully satisfied that I am grooming myself.,4,4,4,4,3,0,0,0,0,0,0,0,1,1,5
3286,"Madam does not have a proper grip on her subjects. She often forgets while teaching and often tells wrong information about the topic, though she is struggling and trying to overcome these failings.",5,2,4,3,2,2,0,0,1,0,0,0,0,1,2
3290,The way of teaching according to me and many other boys is damaging our previous concepts of math,4,2,2,2,3,2,0,0,1,0,0,0,0,1,1
3307,Very excellent way of teaching. Gives chance to every student. I'm satisfied with him.,4,5,5,5,5,5,0,0,1,0,0,0,0,1,5
3312,Sir is trying to build the level of all the students at a certain level due to which the students who are already at that level are getting a minimum amount to of knowledge. So there should be at least one or more lectures of a little higher level.,4,5,3,4,4,4,0,0,0,0,0,0,0,1,3
3317,Teacher is quite cooperative which I like. But teacher is quite strict due to which he is not popular among students. He does not show flexibility in any matter.,3,5,1,4,5,1,0,0,0,0,0,0,0,0,2
3345,Time is very long for this module and he takes a lot of extra time.,2,5,4,5,5,5,0,0,0,0,0,1,0,1,1
3351,Examples from daily life should be added.,4,3,5,4,4,5,0,0,0,0,1,0,0,0,3
3356,"Actually, to understand the course in English was difficult up to some extent, but we have understood the topics. So, I think this course should be in Urdu to understand more and more.",5,5,5,4,5,5,0,0,0,0,0,0,0,1,2
3371,She is very strict. I only say that please madam be cooperative and tolerate us like your children please.,2,4,3,2,2,2,0,0,0,0,0,0,0,1,2
3374,Instruction provided by the students. Instructor is just hell.,5,4,1,1,2,1,0,1,1,1,1,1,1,1,1
3379,"Sir I think that Madam has a bundle of knowledge, but she is very strict about every thing. We hesitate to question her. So I think she should be a bit lenient.",4,5,3,3,5,3,0,0,1,0,0,0,0,1,1
3389,"She is too much strict. Actually we belong to backward areas and madam stresses us to submit assignments or presentation in time. We have no laptops therefore we have to face problems, and madam does not bear this type of situation. Moreover her popularity among class is very poor.",2,4,1,3,1,1,0,0,0,0,1,0,0,1,3
3411,"Only one suggestion, that is, he should speak louder.",5,5,5,5,5,0,0,0,0,0,0,0,0,0,4
3413,He should explain every thing more than once so that we should be clear about every thing. Otherwise he is going very good and trying to cooperate and help us sort out problems.,3,4,3,4,4,0,0,0,0,0,0,0,0,1,4
3414,"Sorry, I do not like even single thing from this instructor.",3,3,1,4,2,0,0,1,1,1,1,1,1,1,1
3435,It is a humble request from madam to please use the same level while making a test or quiz that you use while teaching.,5,3,3,4,4,3,0,0,0,0,0,0,0,0,2
3448,She will have to work very hard to teach us. There are also many mistakes in her slides. Therefore we are confused during lectures.,5,2,3,3,5,3,0,0,1,1,0,0,0,1,1
3453,Teaching material she uses in lectures should be of a bit higher level than higher secondary because she teaches only the concepts of that level.,5,2,4,4,4,4,0,0,1,0,0,0,0,0,1
3476,the instructor needs to be more dominant and controlling,5,4,2,3,5,5,5,0,0,0,0,0,0,1,3
3483,The class is pretty boring with almost no practical things to do.,1,4,1,1,5,4,0,0,0,0,1,0,0,1,1
3485,The instructor should bring something interesting in the lectures. The lectures are boring most of the time,4,4,4,4,4,3,0,0,0,1,0,0,0,1,1
3503,All is well,4,3,4,4,4,4,0,1,1,1,1,1,1,1,4
3513,"Accessibility of instructor outside of classroom and friendliness, needs to be improved",4,4,4,2,4,3,5,1,0,0,0,0,0,1,2
3515,I like his method of teaching,5,5,5,5,5,5,0,0,0,0,0,0,0,1,5
3516,The instructor just distributes handout in class. In fact she never taught us even a single time.,3,2,2,2,3,2,2,0,1,1,0,1,0,1,1
3517,Very politely delivers lecture. Very nice to every student,5,4,5,4,4,5,5,0,0,0,0,0,0,1,4
3521,All aspects of instructor are excellent. All aspects of this module are excellent. Teaching style of instructor is outstanding.,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5
3538,She is an awesome speaker.,5,4,3,4,4,4,0,0,0,0,0,0,0,1,5
3538,The instructor is awesome speaker.,5,4,3,4,4,4,0,0,0,0,0,0,0,1,5
3540,Instructor is are very cooperative and helping,4,2,4,4,4,4,4,0,0,0,0,0,1,1,4
3541,"There should be more engaging discussions, as the class atmosphere is offer dull and sleepy",4,3,3,2,3,2,0,0,0,1,0,0,0,1,1
3541,There should be a more engaging discussion as the class atmosphere is often dull and sleepy,4,3,3,2,3,2,0,0,0,1,0,0,0,1,2
3545,She just distributed handout of the subject. She never taught us one thing,3,2,3,2,3,3,3,0,1,1,0,0,1,1,1
3546,"She needs to improve her Encouraging, politeness and frankness",5,5,5,4,2,4,5,0,0,1,0,0,0,1,2
3547,She is very cooperative with students. Her style of teaching is also very good.,4,4,4,4,4,4,4,0,0,0,0,0,0,1,5
3551,This module should have been more practical. Delivery method needs to be improved,3,4,4,4,4,4,0,0,0,0,1,0,0,1,1
3554,"Module is very interesting. Instructors are very strict, I was a little late for the last class. When I reached the lecture hall the door was locked from inside. Being late happens, not mostly but sometimes.",4,4,5,4,4,4,0,0,0,0,0,0,0,0,3
3554,Module is very interesting. Instructor is very strict. I was a little late for the last class. When I reached the lecture hall the door was locked from inside. Being late can happen. It shouldn't happen often but once in a semester could be ignored,4,4,5,4,4,4,0,0,0,0,0,0,0,1,3
3568,Guidance regarding course work needs to be improved,3,4,5,4,4,4,4,0,0,0,0,0,1,0,2
3569,Method of teaching needs to be improved,3,5,5,4,5,4,0,0,0,0,0,0,0,1,2
3575,"Delivering lecture with full of energy, encourages, gives equal importance to each student",5,5,5,5,2,5,5,0,0,1,0,0,0,1,5
3583,I did not understand real life scenario group activities,4,5,5,5,5,5,0,0,0,0,1,0,0,0,2
3584,I like how the interest is generated.,4,5,5,4,4,5,0,0,0,1,0,0,0,0,4
3586,Better material should be provided to create interest in this module.,3,4,4,4,4,4,0,0,0,1,0,0,0,0,2
3586,Instructor focuses on how professional skills are important.,3,4,4,4,4,4,0,0,0,0,0,0,0,0,3
3603,Instructor should be changed otherwise our module will be failed only due to Instructor.,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
3605,Teaching method and provision of study material needs to be improved,1,3,1,2,3,2,2,0,0,0,0,1,0,1,2
3607,All aspects are flying over our heads,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3607,Change the instructor. The whole module just went over our heads,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3610,"All aspects need to be improved.. i.e. his teaching style, his delivering method should be improved..",3,3,2,3,4,2,2,1,1,1,1,1,1,1,1
3611,More problems should be solved in class and method of teaching of teacher should be improved,4,3,3,3,4,3,0,0,0,0,1,0,0,1,2
3612,Teaching method needs to be improved,5,3,2,2,3,5,2,0,0,0,0,0,0,1,2
3614,Energy while delivering lecture needs to be improved,4,4,3,4,3,3,3,0,0,0,0,0,0,1,2
3616,The instructor should be more friendly and frank. Most of the time he is very serious.,4,4,4,4,4,3,0,0,0,0,0,0,0,1,2
3616,Module is very interesting.,4,4,4,4,4,3,0,0,0,1,0,0,0,0,5
3617,More Practical examples should be included in order to add interest and fun to the course as well as to inhibit the knowledge of the subject to the students.,3,3,1,1,3,3,0,0,0,1,0,0,0,1,3
3617,Tutor is friendly,3,3,1,1,3,3,0,0,0,0,0,0,0,1,4
3632,I like the commitment and dedication of instructor,5,5,5,5,5,5,5,0,0,0,0,0,0,1,5
3639,I like the behavior of the instructor,3,4,2,5,5,5,5,0,0,0,0,0,0,0,4
3643,"Some fun needs to be added, the classes are a little boring!",4,4,2,3,4,4,4,0,0,0,0,0,0,1,3
3644,Instructor needs to create interest in lecture.,4,5,2,3,4,3,3,0,0,1,0,0,0,1,2
3648,The lecture is sometimes very boring. The instructor should include some interesting stuff in the lectures. Instructor is very cooperative.,4,4,3,3,5,5,4,0,0,1,0,0,0,1,3
3648,Instructor is very cooperative. Every student receives proper attention and encouragement in the class.,4,4,3,3,5,5,4,0,0,0,0,0,0,1,5
3649,instructor is hardworking and polite and pays attention to every student.,4,4,4,3,4,4,4,0,0,0,0,0,0,1,5
3650,"Speed of instructor is slow,, he has to move little bit fast.",4,4,4,4,4,5,0,0,0,0,0,1,0,0,3
3651,Instructor is very cooperative.,4,4,4,4,4,4,4,0,0,0,0,0,0,1,4
3673,Every thing is good. I like his teaching style,4,5,5,1,5,5,5,1,1,1,1,1,1,1,4
3675,All is Good,4,4,4,4,5,4,0,1,1,1,1,1,1,1,4
3676,there should be more practices in slides and some non graded home take practice,5,5,3,5,5,5,5,0,0,0,0,0,0,0,1
3677,Interest is developed in a good manner and every student is encouraged.,3,5,5,5,5,5,5,0,0,1,0,0,0,0,4
3680,"Sir, Please give us easy problems not only in class but also in test.",3,5,3,5,5,5,4,0,0,0,0,0,0,0,2
3680,He is an awesome speaker but sometimes he gives some very difficult problems in programming. He should give us easy problems as in the Bradford.,3,5,3,5,5,5,4,0,0,0,0,1,0,1,4
3683,This module should have more labs. I like delivery method of lecture,5,5,4,4,5,4,5,0,0,0,0,0,1,1,4
3686,The instructor encourages and clears up everything with detail,5,5,4,4,3,5,5,0,1,0,0,0,0,1,4
3687,Instructor is very hard working and doing very nice job. I really like his teaching style.,2,4,3,4,4,5,5,0,0,0,0,0,0,1,5
3711,Should give us more time in solving the problem.,5,4,4,4,4,0,0,0,0,0,0,0,0,0,3
3714,He is always available to help.,4,4,4,4,4,0,0,0,0,0,0,0,1,0,5
3719,Sir is cooperative with students.,5,4,4,4,4,0,0,0,0,0,0,0,0,0,4
3720,He needs to listen to everything instead of focusing just on shining students in the class.,2,4,3,3,3,0,0,0,0,0,0,0,0,1,1
3720,Instructor needs to listen to everyone instead of focusing just on the shining students in class.,2,4,3,3,3,0,0,0,0,0,0,0,1,0,2
3722,Please mention office timing and be in office in given time. Solve problems yourself and not refer to other students,3,4,3,4,3,0,0,1,1,0,0,0,0,0,1
3735,He tries his best to convey the message,3,4,3,3,4,2,2,0,0,0,0,0,0,1,4
3736,More and more examples should be the part of lecture.,2,1,1,3,2,1,2,0,0,0,0,0,0,1,2
3737,Module description is not clear. We are worried about the syllabus.,5,5,5,4,5,4,5,0,0,0,0,1,0,1,2
3737,"Very cool person, listens to each person.",5,5,5,4,5,4,5,0,0,0,0,0,0,1,5
3738,"Lecture must be prepared or revised by the instructor because in my opinion he has sufficient knowledge but is unable to convey that thing to us. He needs to improve: Taking questions asked by the students and respond them accordingly during the class, and make us familiar with upcoming tasks in prerequisite time span.",4,4,2,4,4,4,0,0,1,0,0,1,1,1,1
3739,Teaching method is good but sometimes the instructor gets confused during lecture which may effect learning.,5,4,4,5,5,1,4,0,1,0,0,0,0,1,3
3739,Practical problems and group discussions during class help us.,5,4,4,5,5,1,4,0,0,1,1,0,0,1,4
3740,Instructor needs to improve communication with the students and discuss more examples,3,3,2,3,1,4,3,0,0,0,1,0,0,1,2
3741,Delivery method is very difficult. Sometimes I understand but sometimes sir delivers lecture in a very difficult way.,3,3,3,3,3,1,2,0,0,0,0,0,0,1,2
3742,He should deliver the lecture in a simple way. Most of the times it becomes bit complicated. He did not follow the course outline. There is no specific source for material.,3,4,3,2,4,3,0,0,0,0,0,1,0,1,1
3743,He needs to improve his ability to develop interest in his subject because this module is quite advanced for us and is difficult to grasp.,3,3,2,3,3,2,2,0,0,1,0,0,0,1,1
3743,His ability to develop interest in his subject needs improvement because this module is quite advanced for us and is difficult to grasp.,3,3,2,3,3,2,2,0,0,1,0,0,0,0,2
3744,"Instructors should be prepared for lecture, and he should not be confused during the lecture.",4,2,2,1,3,1,2,0,1,0,0,0,0,1,2
3745,He tries to help everyone in class in any class related problem and he is also very polite.,4,3,2,3,5,2,3,0,0,0,0,0,1,1,5
3746,I can not learn any thing in this module from the instructor. He should leave this module and it will be better for the university.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3747,"It often happens that the instructor forgets the important points of lecture due to lack of preparation for the lecture, so in the end students have to suffer for the instructor's negligence.",3,4,3,2,4,2,4,0,1,0,0,0,0,1,1
3748,"Some points are not cleared by the instructor and most of the time, difficulty is faced in understanding the basic concepts.",4,4,3,4,5,4,2,0,0,0,0,0,0,1,2
3750,Instructor needs to improve his way of clearing up topics to class,4,4,4,4,4,3,3,0,0,0,0,0,0,1,2
3751,Duration of a single lecture is less for understanding all stuff.,4,3,4,4,4,2,4,0,0,0,0,1,0,1,4
3753,"Instructor needs to improve the way of delivery. He is making us suffer while trying to match up with the requirements of the module i.e. I don't know what we are studying. It seems like he is teaching something from middle, or that we do not have the prior knowledge for the course.",3,4,2,2,4,2,2,0,0,0,0,1,0,1,1
3753,"The way of delivery is confusing, he is suffering to match up with the requirements of the module i.e. I don't know what we are studying. It seems like he is teaching something from middle , or we do not have the prior knowledge of the course.",3,4,2,2,4,2,2,0,1,0,0,1,0,1,2
3754,"Sometimes the instructor did not explain the concept clearly, even when he has clear concept in his mind. Delivering method should be improved. I like that he gives extra time after the class",4,3,4,4,4,3,4,1,1,0,0,0,0,0,3
3770,"He teaches nothing, just moves around the room",1,1,1,1,1,0,0,0,1,1,0,0,0,1,1
3772,Strictness should be reduced,4,4,3,4,4,0,0,0,0,0,0,0,0,1,2
3774,"He needs to improve his attitude, ways of teaching and talking to students.",5,1,2,2,1,0,0,0,0,1,0,0,0,1,1
3776,Instructor needs to improve communication skills and preparation of lecture before class,2,1,1,1,1,0,0,0,1,0,0,0,0,1,2
3777,I think the teacher needs to be more interactive and should focus more on the elaboration of the topics,4,3,3,3,3,0,0,0,0,0,0,0,0,1,2
3778,His way of teaching and how he interacts with students all should change. He does not know how to communicate with student facing problems.,3,3,3,4,3,0,0,0,0,0,0,0,1,1,1
3779,"He must have clear ideal about what is he going to teach us, he must not have any confusions.",3,3,2,3,3,0,0,0,1,0,0,0,0,0,2
3781,He should cooperate with the students.,2,2,3,4,3,0,0,0,0,0,0,0,0,1,3
3782,"He needs to improve his way of communication, making problem clear to class, helping students in debugging problems",4,2,2,4,1,2,0,0,0,1,0,0,1,1,1
3783,Instructor doesn't have enough knowledge of the lab experiments and fails to explain the working of experiment to students.  He has poor debugging skills and general knowledge of field.,4,1,1,4,1,1,1,0,1,0,0,0,1,0,1
3784,Sir is so arrogant; from his behavior it seems that he is college Dean. He is not familiar with most of things about tasks that are planned for the lab sessions.,2,3,3,3,2,3,2,0,1,0,0,0,1,1,1
3785,The instructor should try to visit every student during lab to confirm if there is any problem or not.,4,3,3,4,2,0,0,0,0,0,0,0,1,0,1
3785,The instructor should try to visit every student during lab to confirm if there is any problem or not.,4,3,3,4,2,0,0,0,0,0,0,0,1,0,2
3797,He needs to improve his way of teaching and create interest in the lab,5,4,4,3,3,3,0,0,0,0,0,0,1,1,1
3798,I like the calm personality of Instructor. Labs are coherent with class lectures.,4,4,5,4,5,0,0,0,0,0,0,0,1,1,4
3799,"The way he teaches, I like very much",4,4,4,4,4,0,0,0,0,0,0,0,0,1,5
3800,There should be a comprehension before lab so that every student understands the main aim of that lab.,5,5,4,4,4,0,0,0,0,0,0,0,1,0,2
3800,"Needs to improve teaching method, i.e. there should be a comprehension before lab so that every student understands the main aim of that lab. I like that he is very cooperative",5,5,4,4,4,0,0,0,0,0,0,0,1,1,3
3801,"All is good, but sometimes sir hesitates during lectures and we don't understand.",4,4,4,4,4,0,0,0,0,0,0,0,0,1,4
3802,All things must be improved or leave the module.,3,3,3,3,1,0,0,1,1,1,1,1,1,1,1
3803,He needs to improve communication with the student,3,3,4,3,4,0,0,0,0,0,0,0,0,1,2
3804,Lab teacher in the campus are as good as we expected. Steps must be taken to either induct new teachers or train the present ones,5,4,4,4,4,0,0,0,0,0,0,0,1,1,1
3806,Although he has knowledge but the way he delivers is not comfortable.,3,3,4,4,4,0,0,0,1,0,0,0,0,1,2
3807,Co-operative and kind to us,3,2,2,1,1,0,0,0,0,0,0,0,1,1,4
3809,"All we are doing in the labs is practical work without any knowledge of its fundamentals, background and theory. Also the tutor does not have a ability to debug circuit.",4,3,2,4,2,3,0,0,1,0,0,0,1,1,1
3809,I like his flexibility,4,3,2,4,2,3,0,0,0,0,0,0,0,0,4
3810,"The experiments of lab should be changed and improved. Apart from this, students should be made aware about the graded experiments.",5,3,3,4,4,0,0,0,0,0,0,0,1,0,2
3810,He is very jolly,5,3,3,4,4,0,0,0,0,0,0,0,0,1,4
3811,I like his good behavior with students,4,4,3,3,3,0,0,0,0,0,0,0,0,1,4
3812,As strength of students is large so sir faces difficulty to guide every group more than 1 time so there should be a T.A.,4,5,4,4,5,0,0,0,0,0,0,0,1,0,3
3812,Method of teaching is very good.,4,5,4,4,5,0,0,0,0,0,0,0,0,1,5
3813,The instructor generates interest of the students in the topics and tries to satisfy them.,5,5,5,4,5,0,0,0,0,1,1,0,0,1,4
3813,The instructor generates interest of the students in the topics and try to satisfy them,5,5,5,4,5,0,0,0,0,1,0,0,0,1,4
3814,There should be proper coordination between instructor and lab engineer.,3,3,3,3,3,0,0,0,0,0,0,1,1,0,2
3814,There should be proper coordination between instructor and lab engineer.,3,3,3,3,3,0,0,0,0,0,0,0,1,0,2
3829,Needs to improve availability and communication,4,4,3,3,5,4,0,1,0,0,0,0,0,1,2
3838,Needs more interaction and participation with other teachers who are teaching the same course.,5,3,3,3,3,3,3,0,1,1,0,0,0,1,2
3840,"She doesn't interact with the students, so students often hesitate to ask their questions.",3,2,2,3,5,2,0,0,0,0,0,0,0,1,1
3840,"She doesn't interact with the students, so students often hesitate to ask their questions.",3,2,2,3,5,2,0,0,0,0,0,0,0,1,2
3842,Needs to improve communication skills,3,4,3,2,3,3,0,0,0,0,0,0,0,1,2
3843,I told you last time as well that she has no ability to teach the year one. So it will be your kindness if you hand her a resignation letter. Why do you take no action?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3864,She delivers interesting lectures,5,5,5,4,5,5,5,0,0,0,0,0,0,1,4
3869,More participation is required along with other teachers teaching the same course.,4,3,3,3,3,3,3,0,0,0,0,0,0,1,3
3876,"This module has a great effect on my life practically, and now I am able to visualize the positive aspects of every thing. I have managed my time very well.",4,3,3,4,4,4,4,0,0,0,1,0,0,0,5
3895,"Such activities must be included which tend students to concentrate as it was in the lecture of ""Time Management""",4,5,5,4,5,5,0,0,0,1,0,0,0,1,3
3896,Very good teacher with vast experience of the module. Very inspiring for students.,4,5,5,5,5,5,5,0,1,1,0,0,0,1,5
3896,Very good teacher with vast experience of the module. Very inspiring for students,4,5,5,5,5,5,5,0,1,1,0,0,0,1,5
